flags,utterance,category,intent
BIPSQDW,"do you mind asking an agent where I could get a fucking invoice, please?",INVOICES,get_invoice
BML,tell me how to download some bills,INVOICES,get_invoice
BMSL,i want to know something about downloading some invoices,INVOICES,get_invoice
BL,"I want to obtain an invoice, can you give me some information?",INVOICES,get_invoice
BILQ,"I want to download an invoice, can you tell me how I can do it?",INVOICES,get_invoice
BLQZ,"I want to see a invoice, tell me how I can do it",INVOICES,get_invoice
BIMSL,what information do you have about seeing some invoices?,INVOICES,get_invoice
BL,"I want to obtain a bill, tell me how I can do it",INVOICES,get_invoice
BIML,can you tell me if I can request some invoices?,INVOICES,get_invoice
BML,"I want to download some invoices, tell me how to do it",INVOICES,get_invoice
BMSL,I want to know something about seeing some bills,INVOICES,get_invoice
BMSLQ,I want information about requesting some bills,INVOICES,get_invoice
BPSLQ,"i need help seeing an invoice, please",INVOICES,get_invoice
BIML,how do I see some invoices?,INVOICES,get_invoice
BMLQ,"I wanna obtain some invoices, can you give me some information?",INVOICES,get_invoice
BMSLQ,i wanna get information about downloading some invoices,INVOICES,get_invoice
BL,"I want to request an invoice, tell me how I can do it",INVOICES,get_invoice
BIML,"I want to obtain some invoices, can you tell me how to do it?",INVOICES,get_invoice
BQ,I want to get an invoice,INVOICES,get_invoice
BIMLQD,can you ask an agent if i can request some bills?,INVOICES,get_invoice
BML,how to see some invoices,INVOICES,get_invoice
BILZ,can you reuest an bill?,INVOICES,get_invoice
BIM,can you tell me how to get some invoices?,INVOICES,get_invoice
BMSLQ,I wanna ask for information about requesting some bills,INVOICES,get_invoice
BIL,how do I get a bill?,INVOICES,get_invoice
BMSL,I want to ask for information about obtaining some bills,INVOICES,get_invoice
BIM,can you get some invoices?,INVOICES,get_invoice
BIL,where do I download an invoice?,INVOICES,get_invoice
BIMSL,what information do you have about downloading some bills?,INVOICES,get_invoice
BLQ,I want to know if I can download an invoice,INVOICES,get_invoice
BMLQ,"I wanna obtain some bills, tell me how I can do it",INVOICES,get_invoice
BIPQDW,"please, can u ask an agent if I could get a fucking invoice?",INVOICES,get_invoice
BMLQWZ,"i wanna see some fucking bills, can you givge me some information?",INVOICES,get_invoice
BIPLQ,"I want to get a bill, could you tell me how I can do it?",INVOICES,get_invoice
BIMLZ,can you tell me how I can obtain soem invoices?,INVOICES,get_invoice
BML,tell me how to see some invoices,INVOICES,get_invoice
BL,"I want to obtain a bill, tell me where I can do it",INVOICES,get_invoice
BMSLZ,I need hlp requesting somr bills,INVOICES,get_invoice
BLQDZ,ask an gaent if I can get a bill,INVOICES,get_invoice
BL,I want to know how I can request an invoice,INVOICES,get_invoice
BILQZ,"i want to obtain an invooice, can you tell me how to do it?",INVOICES,get_invoice
BPMLEQ,"i would like to see some invoices, can you give me some information?, please",INVOICES,get_invoice
BIMLQD,can u ask an agent if i can obtain some bills?,INVOICES,get_invoice
BIPLQD,"please, can you ask an agent if i could see a bill?",INVOICES,get_invoice
BIPMLD,"could you ask an agent how I can request some bills, please?",INVOICES,get_invoice
BL,I want to know how to request a bill,INVOICES,get_invoice
BMSL,tell me about seeing some invoices,INVOICES,get_invoice
BIMSLQD,can u ask an agent for information about seeing some invoices?,INVOICES,get_invoice
BSLZ,tell mr about seeing an invoice,INVOICES,get_invoice
BIL,"I want to see a bill, can you tell me where to do it?",INVOICES,get_invoice
BSL,I want to request information about seeing a bill,INVOICES,get_invoice
BLQ,"I want to see a bill, tell me how to do it",INVOICES,get_invoice
BL,help me see a bill,INVOICES,get_invoice
BILD,can you ask an agent if i can request a bill?,INVOICES,get_invoice
BIL,how can I see a bill?,INVOICES,get_invoice
BIML,how do I get some bills?,INVOICES,get_invoice
BML,I want to know if I can see some invoices,INVOICES,get_invoice
BI,is it possible to get an invoice?,INVOICES,get_invoice
BLQZ,I want to know f I can request a bill,INVOICES,get_invoice
BISL,what information do you have about requesting a bill?,INVOICES,get_invoice
BL,tell me if I can get a bill,INVOICES,get_invoice
BL,tell me if I can obtain an invoice,INVOICES,get_invoice
BIMSLQD,can you ask an agent for information about seeing some bills?,INVOICES,get_invoice
BIS,what information do you have about getting an invoice?,INVOICES,get_invoice
BM,get some invoices,INVOICES,get_invoice
BPSQ,"i want to get information about getting an invoice, please",INVOICES,get_invoice
BPLQ,tell me if I could obtain a bill,INVOICES,get_invoice
BSLQ,I want to get information about requesting an invoice,INVOICES,get_invoice
BPLEQW,"i would like to see a fucking bill, can you show me some information?",INVOICES,get_invoice
BSLQ,I wanna get information about requesting a bill,INVOICES,get_invoice
BIPSLD,do you mind asking an agent how I can obtain an invoice?,INVOICES,get_invoice
BPLQD,ask an agent if I could request an invoice,INVOICES,get_invoice
BSL,information about downloading an invoice,INVOICES,get_invoice
BML,request some bills,INVOICES,get_invoice
BILQ,"i want to get a bill, can you tell me where I can do it?",INVOICES,get_invoice
BMQ,I want to know how to get some invoices,INVOICES,get_invoice
BPMLQW,"id like to see some fucking bills, can you give me some information?",INVOICES,get_invoice
BIMLQD,can you ask an agent how I can get some bills?,INVOICES,get_invoice
BL,tell me if I can download a bill,INVOICES,get_invoice
BLQZ,i wanna see a bil,INVOICES,get_invoice
BIL,can I request an invoice?,INVOICES,get_invoice
BMSLQ,i want to know something about downloading some bills,INVOICES,get_invoice
BL,how to obtain an invoice,INVOICES,get_invoice
BILQ,"i wanna obtain an invoice, can you tell me how to do it?",INVOICES,get_invoice
BIPMLQDW,could you ask an agent if I could see some fucking invoices?,INVOICES,get_invoice
BLQD,ask an agent if i can request a bill,INVOICES,get_invoice
BML,tell me how to request some invoices,INVOICES,get_invoice
BIPL,"could you tell me how to download a bill, please?",INVOICES,get_invoice
BIPMLQ,"id like to see some bills, can you tell me how I can do it, please?",INVOICES,get_invoice
BILQ,"i wanna get a bill, can you tell me how I can do it?",INVOICES,get_invoice
BIMSLQ,what information can u tell me about seeing some invoices?,INVOICES,get_invoice
BMLQ,i wanna know how I can see some bills,INVOICES,get_invoice
BL,"I want to see an invoice, tell me where I can do it",INVOICES,get_invoice
BML,how to obtain some invoices,INVOICES,get_invoice
BPMLQ,"I wanna see some invoices, tell me how to do it, please",INVOICES,get_invoice
BPMLQ,"I want to know if i could obtain some bills, please",INVOICES,get_invoice
BIMLQ,"I want to download some bills, can you tell me how to do it?",INVOICES,get_invoice
BLZ,holw to see an invoice,INVOICES,get_invoice
BML,tell me how I can request some bills,INVOICES,get_invoice
BLQZ,"i want to request a bill, tell me were to do it",INVOICES,get_invoice
BLQ,"I wanna request a bill, tell me how to do it",INVOICES,get_invoice
BIPMLQD,"could u ask an agent if i can request some bills, please?",INVOICES,get_invoice
BIPLD,"please, can you ask an agent how I can download a bill?",INVOICES,get_invoice
BI,where can I get an invoice?,INVOICES,get_invoice
BL,tell me how to download an invoice,INVOICES,get_invoice
BMLQZ,Iwant to kno if I can download some invoices,INVOICES,get_invoice
BIMLQ,can I see some invoices?,INVOICES,get_invoice
BIMS,what information do you have about getting some invoices?,INVOICES,get_invoice
BIPLQD,could u ask an agent where to download an invoice?,INVOICES,get_invoice
BLQ,"I want to obtain a bill, can you show me some information?",INVOICES,get_invoice
BPMSLQ,"id like to get information about requesting some invoices, please",INVOICES,get_invoice
BILZ,how doo I see an invoice ?,INVOICES,get_invoice
BQ,I want to know if I can get an invoice,INVOICES,get_invoice
BL,tell me how I can download an invoice,INVOICES,get_invoice
BSLQ,i wanna know something about requesting a bill,INVOICES,get_invoice
BM,how to get some invoices,INVOICES,get_invoice
BML,tell me how I can obtain some bills,INVOICES,get_invoice
BLZ,tell me where I can see abill,INVOICES,get_invoice
BMLQ,I wanna know how I can see some invoices,INVOICES,get_invoice
BL,where to download an invoice,INVOICES,get_invoice
BMSLQ,I need help obtaining some invoices,INVOICES,get_invoice
BIL,can you send me a bill?,INVOICES,get_invoice
BILZ,can you request an invoice ?,INVOICES,get_invoice
B,"I want to get an invoice, tell me where I can do it",INVOICES,get_invoice
BILZ,can tou tell me where to download a bill?,INVOICES,get_invoice
BIL,can you tell me how to see a bill?,INVOICES,get_invoice
BSL,information about seeing an invoice,INVOICES,get_invoice
BIL,can you tell me how to obtain a bill?,INVOICES,get_invoice
BIPL,"i'd like to see a bill, can you tell me where to do it, please?",INVOICES,get_invoice
BPMLQW,"please, i wanna know if I could get some fucking bills",INVOICES,get_invoice
BLQ,I want to obtain an invoice,INVOICES,get_invoice
BILD,can you ask an agent where I can obtain an invoice?,INVOICES,get_invoice
BL,I want to know how I can download an invoice,INVOICES,get_invoice
BIMLQZ,"I wanna obtain some bills , can you tell me how to do it?",INVOICES,get_invoice
BMLQZ,"I want to request some invoices, tell em how I can do it",INVOICES,get_invoice
BLQ,I want to know if i can download a bill,INVOICES,get_invoice
BIMLQZ,"i wanna see some invoicse, can you tell me how to do it?",INVOICES,get_invoice
BL,obtain a bill,INVOICES,get_invoice
BIMLZ,can you tell me how I can obtain some bils ?,INVOICES,get_invoice
BISL,what information do you have about seeing an invoice?,INVOICES,get_invoice
BL,"I want to obtain an invoice, tell me where I can do it",INVOICES,get_invoice
BIZ,can you telo me where to get an invoice?,INVOICES,get_invoice
BMLQZ,tell me ifI can get some bills,INVOICES,get_invoice
BLQ,tell me if I can see a bill,INVOICES,get_invoice
BIL,can you tell me where I can download a bill?,INVOICES,get_invoice
BL,"I want to request an invoice, tell me where to do it",INVOICES,get_invoice
BLQ,"I want to request an invoice, can you give me some information?",INVOICES,get_invoice
BIPMLDW,"could you ask an agent how I could request some fucking bills, please?",INVOICES,get_invoice
BMSLQ,I want information about seeing some invoices,INVOICES,get_invoice
BMSLQZ,I want to ask for information about requesting some bhills,INVOICES,get_invoice
BLQ,"I want to see a bill, can you show me some information?",INVOICES,get_invoice
BLZ,i wantto know how I can obtain an invoice,INVOICES,get_invoice
BMLQZ,"i wanna obtain some invoices, ell me how to do it",INVOICES,get_invoice
BMSLQ,I want to get information about seeing some invoices,INVOICES,get_invoice
BIMLQD,can you ask an agent if i can request some invoices?,INVOICES,get_invoice
BIPMLQD,"can u ask an agent if I can download some invoices, please?",INVOICES,get_invoice
BQ,I want to know how I can get an invoice,INVOICES,get_invoice
BLQZ,i want to know where todownload an invoie,INVOICES,get_invoice
BPLQ,"I wanna download a bill, can you give me some information?, please",INVOICES,get_invoice
BILQ,"I want to request a bill, can you tell me how I can do it?",INVOICES,get_invoice
BLQ,tell me if I can request a bill,INVOICES,get_invoice
BSDZ,ask an agent for informtaion about getting an invoice,INVOICES,get_invoice
BMSLQ,i wanna get information about requesting some invoices,INVOICES,get_invoice
BIML,how can I request some invoices?,INVOICES,get_invoice
BL,tell me where to download an invoice,INVOICES,get_invoice
BIPLQ,could u obtain an invoice?,INVOICES,get_invoice
BMSLQZ,I want to request information about obtaiming some bills,INVOICES,get_invoice
BIMLZ,is it possible to obtain some bills ?,INVOICES,get_invoice
BZ,tell me where I can gt an invoice,INVOICES,get_invoice
BIL,can you tell me how I can download a bill?,INVOICES,get_invoice
BMLQ,"I want to download some bills, tell me how I can do it",INVOICES,get_invoice
BSLQ,i wanna request information about getting an invoice,INVOICES,get_invoice
BSLQ,I want to get information about obtaining a bill,INVOICES,get_invoice
BLW,"I want to download a fucking bill, can you show me some information?",INVOICES,get_invoice
BLQZ,I want to know how I can request an bill,INVOICES,get_invoice
BIL,can you tell me how I can request a bill?,INVOICES,get_invoice
BIPMLEQ,"i would like to obtain some invoices, could you tell me how I can do it?",INVOICES,get_invoice
BML,how to get some bills,INVOICES,get_invoice
BIL,can you see a bill?,INVOICES,get_invoice
BSL,tell me about requesting an invoice,INVOICES,get_invoice
BILQ,"I want to obtain an invoice, can you tell me how I can do it?",INVOICES,get_invoice
BMLQ,"i want to see some invoices, can you show me some information?",INVOICES,get_invoice
BILDZ,can youy ask an agent how I can see an invoice?,INVOICES,get_invoice
BMSLQ,i wanna ask for information about downloading some invoices,INVOICES,get_invoice
BMLQ,"I want to see some invoices, tell me how to do it",INVOICES,get_invoice
BIL,can you tell me where to obtain an invoice?,INVOICES,get_invoice
BILQD,can u ask an agent how I can obtain an invoice?,INVOICES,get_invoice
BSL,I want information about seeing an invoice,INVOICES,get_invoice
BLZ,I want to know here I can see a bill,INVOICES,get_invoice
BMLQ,"i want to get some bills, tell me how I can do it",INVOICES,get_invoice
BPLQ,"Id like to download a bill, can you show me some information?, please",INVOICES,get_invoice
BILQD,can u ask an agent if i can request a bill?,INVOICES,get_invoice
BIMLQ,"i wanna request some invoices, can you tell me how to do it?",INVOICES,get_invoice
BLQ,"I want to get a bill, tell me how I can do it",INVOICES,get_invoice
B,I want to know where to get an invoice,INVOICES,get_invoice
BILQD,can u ask an agent where I can see an invoice?,INVOICES,get_invoice
BPSLZ,"I want to ask for informatrion about seeing a ill, please",INVOICES,get_invoice
BISLQ,what information can u tell me about requesting a bill?,INVOICES,get_invoice
BLQ,I wanna know how I can request an invoice,INVOICES,get_invoice
BPMLQ,"i wanna know if i can request some invoices, please",INVOICES,get_invoice
BSLQD,ask an agent for information about requesting a bill,INVOICES,get_invoice
BLQ,i wanna know how I can request a bill,INVOICES,get_invoice
B,send me an invoice,INVOICES,get_invoice
BIML,can I download some invoices?,INVOICES,get_invoice
BIL,where do I see an invoice?,INVOICES,get_invoice
BMSL,information about requesting some bills,INVOICES,get_invoice
BMSL,I want to request information about getting some invoices,INVOICES,get_invoice
BLQ,"i wanna request a bill, can you show me some information?",INVOICES,get_invoice
BILZ,acn you download a bill?,INVOICES,get_invoice
BMLQ,"I want to see some bills, can you show me some information?",INVOICES,get_invoice
BMSLQ,I want to request information about downloading some bills,INVOICES,get_invoice
BIML,how do I obtain some invoices?,INVOICES,get_invoice
BI,can you tell me where I can get an invoice?,INVOICES,get_invoice
BLZ,how to download a inmvoice,INVOICES,get_invoice
BLQ,i want to know if I can download a bill,INVOICES,get_invoice
BIPMLW,"i'd like to download some fucking bills, could you tell me how to do it?",INVOICES,get_invoice
BL,i want to know where I can get a bill,INVOICES,get_invoice
BIML,how can I obtain some invoices?,INVOICES,get_invoice
BLQ,I wanna know where to download a bill,INVOICES,get_invoice
BML,help me get some bills,INVOICES,get_invoice
BL,where to obtain a bill,INVOICES,get_invoice
BL,tell me where to see an invoice,INVOICES,get_invoice
BIPLQDW,could u ask an agent how to obtain a fucking invoice?,INVOICES,get_invoice
BLQ,"I want to get a bill, can you give me some information?",INVOICES,get_invoice
BS,information about getting an invoice,INVOICES,get_invoice
BMSLQ,I need information about downloading some invoices,INVOICES,get_invoice
BMSLZ,information about getting some bils,INVOICES,get_invoice
BLQZ,I wanna  know how to obtain an invoice,INVOICES,get_invoice
BIPLD,could you ask an agent if i can request an invoice?,INVOICES,get_invoice
BSLQZ,I want to request information about obtaining an bill,INVOICES,get_invoice
BIMSL,what can you tell me about seeing some bills?,INVOICES,get_invoice
BIPML,"i want to request some bills, could you tell me how I can do it?",INVOICES,get_invoice
BM,send me some invoices,INVOICES,get_invoice
BL,tell me how to obtain an invoice,INVOICES,get_invoice
BMSLZ,informatrion about downloading some invoices,INVOICES,get_invoice
BLQD,ask an agent if I can obtain a bill,INVOICES,get_invoice
BLQ,"I want to obtain an invoice, tell me how I can do it",INVOICES,get_invoice
BIMSL,what information can you tell me about obtaining some bills?,INVOICES,get_invoice
BILQ,"I wanna download a bill, can you tell me how to do it?",INVOICES,get_invoice
BMLDZ,ask an agent if i can download some iblls,INVOICES,get_invoice
BIPMLQD,"please, can u ask an agent how to download some invoices?",INVOICES,get_invoice
BSLQ,i want to get information about obtaining a bill,INVOICES,get_invoice
BI,"i want to get an invoice, can you tell me where to do it?",INVOICES,get_invoice
BSL,I need information about downloading an invoice,INVOICES,get_invoice
BLQ,I wanna know how I can obtain a bill,INVOICES,get_invoice
BIPMLW,"I want to obtain some fucking invoices, could you tell me how I can do it?",INVOICES,get_invoice
BIMLQ,"I wanna request some invoices, can you tell me how I can do it?",INVOICES,get_invoice
BL,"I want to get a bill, tell me where to do it",INVOICES,get_invoice
BPSLQZ,"please, I'd like to get information about downlpading an invoice",INVOICES,get_invoice
BSL,information about downloading a bill,INVOICES,get_invoice
BMLQZ,i wanna know hhow to obtain some invoices,INVOICES,get_invoice
BMLQ,tell me if I can download some invoices,INVOICES,get_invoice
BL,I want to download a bill,INVOICES,get_invoice
BIL,can you tell me if I can request a bill?,INVOICES,get_invoice
BMLQ,tell me if I can request some bills,INVOICES,get_invoice
BIPMLQDW,could you ask an agent if i could request some fucking invoices?,INVOICES,get_invoice
BILD,can you ask an agent where I can get a bill?,INVOICES,get_invoice
BMLQD,ask an agent if I can see some invoices,INVOICES,get_invoice
BLQ,"i want to see an invoice, tell me how I can do it",INVOICES,get_invoice
BL,obtain an invoice,INVOICES,get_invoice
BIL,is it possible to see a bill?,INVOICES,get_invoice
BML,tell me how I can get some bills,INVOICES,get_invoice
BIML,is it possible to see some bills?,INVOICES,get_invoice
BML,I want to know how to download some invoices,INVOICES,get_invoice
BIMLZ,how do I request some nivoices?,INVOICES,get_invoice
BSLQ,I want to get information about seeing a bill,INVOICES,get_invoice
BMLQ,I want to know if I can get some bills,INVOICES,get_invoice
B,help me get an invoice,INVOICES,get_invoice
BIMLQ,"I want to download some invoices, can you tell me how I can do it?",INVOICES,get_invoice
BSLQ,I need help getting a bill,INVOICES,get_invoice
BL,"I want to get a bill, tell me where I can do it",INVOICES,get_invoice
BISLZ,what information do you have about getting a bill ?,INVOICES,get_invoice
BL,where to request an invoice,INVOICES,get_invoice
BLQ,I want to know how I can obtain a bill,INVOICES,get_invoice
BMS,information about getting some invoices,INVOICES,get_invoice
BMLQ,i wanna know how to see some invoices,INVOICES,get_invoice
B,"I want to get an invoice, tell me how to do it",INVOICES,get_invoice
BIQ,"i wanna get an invoice, can you tell me how I can do it?",INVOICES,get_invoice
BMSL,I want information about downloading some invoices,INVOICES,get_invoice
BLQW,tell me if I can get a fucking bill,INVOICES,get_invoice
BL,help me see an invoice,INVOICES,get_invoice
BML,help me request some bills,INVOICES,get_invoice
BL,help me obtain an invoice,INVOICES,get_invoice
BPMSLQ,"please, i wanna get information about obtaining some bills",INVOICES,get_invoice
BL,I want to know how I can get a bill,INVOICES,get_invoice
BI,can you tell me how I can get an invoice?,INVOICES,get_invoice
BIML,is it possible to request some bills?,INVOICES,get_invoice
BILQD,can u ask an agent how I can obtain a bill?,INVOICES,get_invoice
BISLQ,what information can u tell me about seeing a bill?,INVOICES,get_invoice
BMSL,tell me about requesting some bills,INVOICES,get_invoice
BLQ,I want to see an invoice,INVOICES,get_invoice
BML,tell me how to get some bills,INVOICES,get_invoice
BSLQ,I wanna get information about obtaining a bill,INVOICES,get_invoice
BMLQ,"i wanna get some invoices, can you show me some information?",INVOICES,get_invoice
BMLQ,i want to know how I can request some invoices,INVOICES,get_invoice
BIPSLQD,do you mind asking an agent where I could see an invoice?,INVOICES,get_invoice
BPMLQD,"ask an agent if I could see some invoices, please",INVOICES,get_invoice
BLQ,i wanna download a bill,INVOICES,get_invoice
BIL,can you tell me where to download an invoice?,INVOICES,get_invoice
BMSLQZ,I wantto get information about obtaining some invoices,INVOICES,get_invoice
BML,see some bills,INVOICES,get_invoice
BILQ,can you tell me if I can download an invoice?,INVOICES,get_invoice
BMLQ,I wanna know how to see some invoices,INVOICES,get_invoice
BIML,how do I see some bills?,INVOICES,get_invoice
BMSLQ,I want to know something about requesting some bills,INVOICES,get_invoice
BIL,can you get a bill?,INVOICES,get_invoice
BLQ,I want to see a bill,INVOICES,get_invoice
BLQ,i wanna know how to download an invoice,INVOICES,get_invoice
BIL,"i want to obtain a bill, can you tell me how I can do it?",INVOICES,get_invoice
BIL,can you tell me where to see an invoice?,INVOICES,get_invoice
BMSLQ,I want information about obtaining some invoices,INVOICES,get_invoice
BL,"I want to request a bill, can you show me some information?",INVOICES,get_invoice
BIMSL,what can you tell me about obtaining some invoices?,INVOICES,get_invoice
BMSLQ,I need information about getting some bills,INVOICES,get_invoice
BIMSLQD,can u ask an agent for information about getting some bills?,INVOICES,get_invoice
BL,I want to know how to see an invoice,INVOICES,get_invoice
BL,help me request a bill,INVOICES,get_invoice
BMSL,I want to request information about requesting some bills,INVOICES,get_invoice
BML,tell me how to request some bills,INVOICES,get_invoice
BISLQD,can u ask an agent for information about obtaining a bill?,INVOICES,get_invoice
BIL,can I download an invoice?,INVOICES,get_invoice
BILQ,"I want to request an invoice, can you tell me how to do it?",INVOICES,get_invoice
BIPLQD,"can u ask an agent if I could obtain an invoice, please?",INVOICES,get_invoice
BML,I want to know if I can obtain some invoices,INVOICES,get_invoice
BL,"I want to download a bill, can you show me some information?",INVOICES,get_invoice
BQ,i want to know if i can get an invoice,INVOICES,get_invoice
BILQ,"i wanna download a bill, can you tell me how to do it?",INVOICES,get_invoice
BIL,"I want to obtain a bill, can you tell me how to do it?",INVOICES,get_invoice
BPMLWZ,"i'd like to download some fucking bills , can you give me some information?, please",INVOICES,get_invoice
BQ,"I want to get an invoice, tell me where to do it",INVOICES,get_invoice
BSL,I need information about getting a bill,INVOICES,get_invoice
BILQ,"I wanna request a bill, can you tell me where I can do it?",INVOICES,get_invoice
BMSL,tell me about seeing some bills,INVOICES,get_invoice
BL,I want to know where to get a bill,INVOICES,get_invoice
BMSLQ,I want to request information about seeing some bills,INVOICES,get_invoice
BLZ,"I want to obtain an invoice, can you show me some infrmation?",INVOICES,get_invoice
BMSL,I want information about downloading some bills,INVOICES,get_invoice
BIPLQD,could u ask an agent where I can request an invoice?,INVOICES,get_invoice
BILZ,how do I obtain sn invoice?,INVOICES,get_invoice
BILQ,"I want to download a bill, can you tell me how I can do it?",INVOICES,get_invoice
BIL,"I want to see a bill, can you tell me how I can do it?",INVOICES,get_invoice
BSL,I need information about downloading a bill,INVOICES,get_invoice
BMSL,tell me about downloading some invoices,INVOICES,get_invoice
BMLQD,ask an agent how I can get some bills,INVOICES,get_invoice
BMSL,I want to ask for information about downloading some bills,INVOICES,get_invoice
BIMLQ,"I want to request some invoices, can you tell me how I can do it?",INVOICES,get_invoice
BIPML,"please, could you tell me how I can see some bills?",INVOICES,get_invoice
BLQ,I wanna download a bill,INVOICES,get_invoice
BLQ,I want to know where I can download an invoice,INVOICES,get_invoice
BIMSLQD,can u ask an agent for information about requesting some invoices?,INVOICES,get_invoice
BML,tell me if I can see some invoices,INVOICES,get_invoice
BSL,I want to get information about obtaining an invoice,INVOICES,get_invoice
BLZ,tell me how I can see a  bill,INVOICES,get_invoice
BPLQD,"please, ask an agent if I can see a bill",INVOICES,get_invoice
BILQ,"i wanna see an invoice, can you tell me where to do it?",INVOICES,get_invoice
BL,"i want to request an invoice, tell me where to do it",INVOICES,get_invoice
BMLZ,"i want ot download some invoices, can you show me some information?",INVOICES,get_invoice
BPSLQZ,"please, i want to request information about downloadingan invoice",INVOICES,get_invoice
BML,how to download some invoices,INVOICES,get_invoice
BILQDZ,can u as an agent where to obtain an invoice?,INVOICES,get_invoice
BSL,I want to know something about obtaining an invoice,INVOICES,get_invoice
BML,tell me how I can obtain some invoices,INVOICES,get_invoice
BIML,is it possible to see some invoices?,INVOICES,get_invoice
BSLQ,I need help downloading an invoice,INVOICES,get_invoice
B,how to get an invoice,INVOICES,get_invoice
BIL,"I want to download an invoice, can you tell me how to do it?",INVOICES,get_invoice
BSL,I want to get information about getting a bill,INVOICES,get_invoice
BML,tell me how I can request some invoices,INVOICES,get_invoice
BIMLZ,how can I see some invoices ?,INVOICES,get_invoice
BILQ,"I want to request an invoice, can you tell me where I can do it?",INVOICES,get_invoice
BIMSL,what information can you tell me about requesting some bills?,INVOICES,get_invoice
BSLQ,i need help downloading a bill,INVOICES,get_invoice
BMSL,I need information about requesting some bills,INVOICES,get_invoice
BISLZ,what information can you tell me about obtaining an nivoice?,INVOICES,get_invoice
BILQDZ,can u ask an agent where I can ese aninvoice?,INVOICES,get_invoice
BILQ,"i wanna get a bill, can you tell me how to do it?",INVOICES,get_invoice
BIL,where can I request a bill?,INVOICES,get_invoice
BMSLQ,I want to get information about getting some bills,INVOICES,get_invoice
BMLQ,"I want to request some invoices, tell me how to do it",INVOICES,get_invoice
BIMSLZ,what information do you have about obtaining someinvoices?,INVOICES,get_invoice
BL,request a bill,INVOICES,get_invoice
BMSLQ,i want to get information about requesting some invoices,INVOICES,get_invoice
BMLQZ,"I want to see some nivoices , can you give me some information?",INVOICES,get_invoice
BMSLZ,I want informatiopn about getting some bils,INVOICES,get_invoice
BL,"I want to obtain a bill, can you give me some information?",INVOICES,get_invoice
BIPMSD,"could you ask an agent for information about getting some invoices, please?",INVOICES,get_invoice
BSLQZ,i want to request informatoin about obtaining an invoice,INVOICES,get_invoice
BIPLQZ,"I want to obtain an invoice, could you tell me were I can do it, please?",INVOICES,get_invoice
BIL,can you tell me how to download a bill?,INVOICES,get_invoice
BMLQ,"I wanna download some bills, can you show me some information?",INVOICES,get_invoice
BIL,can you tell me how to request a bill?,INVOICES,get_invoice
BIL,where can I request an invoice?,INVOICES,get_invoice
BIMLQDZ,can u ask an gaent how to download some bills?,INVOICES,get_invoice
BILQZ,"i want to request an invoice, can you tel me how to do it?",INVOICES,get_invoice
BIMLQD,can you ask an agent if i can obtain some bills?,INVOICES,get_invoice
BMSL,I need help obtaining some bills,INVOICES,get_invoice
BML,i want to know if i can download some bills,INVOICES,get_invoice
BPLEQW,"i would like to download a fucking bill, can you show me some information?",INVOICES,get_invoice
BLZ,tel me where to request a bill,INVOICES,get_invoice
BSLQZ,i wanna know something about requesting  an invoice,INVOICES,get_invoice
BIP,"could you tell me how I could get an invoice, please?",INVOICES,get_invoice
BL,"i want to download a bill, tell me where I can do it",INVOICES,get_invoice
BIQZ,"i wanna get an invoice , can you tell me where I can do it?",INVOICES,get_invoice
BL,tell me where I can obtain an invoice,INVOICES,get_invoice
BSL,I want information about obtaining a bill,INVOICES,get_invoice
BIMLQ,can you tell me if I can get some bills?,INVOICES,get_invoice
BIL,how do I download a bill?,INVOICES,get_invoice
BILZ,can you tell me where I cqn see an invoice ?,INVOICES,get_invoice
BLQ,I want to know if I can download a bill,INVOICES,get_invoice
BIMSLQDZ,can u ask an agent for information about getting some bills ?,INVOICES,get_invoice
BIPLQW,"id like to get a fucking bill, can you tell me where to do it, please?",INVOICES,get_invoice
BIMLZ,can you tell me how I can request some bills ?,INVOICES,get_invoice
BIL,is it possible to download an invoice?,INVOICES,get_invoice
BMLQD,ask an agent if i can see some invoices,INVOICES,get_invoice
BSLQ,I want to ask for information about requesting an invoice,INVOICES,get_invoice
BIMSL,what information can you tell me about seeing some bills?,INVOICES,get_invoice
BL,tell me how to request a bill,INVOICES,get_invoice
BMLQZ,"I want to download somed bills, can you show me some information?",INVOICES,get_invoice
BLQZ,I want to know where I cfan request an invoice,INVOICES,get_invoice
BIMLZ,can you tell me if I can download some invoices ?,INVOICES,get_invoice
BIL,can you tell me where I can get a bill?,INVOICES,get_invoice
BIML,can you get some bills?,INVOICES,get_invoice
BISL,what can you tell me about requesting an invoice?,INVOICES,get_invoice
BL,how to see a bill,INVOICES,get_invoice
BM,"I want to get some invoices, tell me how I can do it",INVOICES,get_invoice
BIML,can you tell me how I can see some bills?,INVOICES,get_invoice
BMSLQ,I want to get information about requesting some invoices,INVOICES,get_invoice
BIQZ,"I wanna get an invoice, can you tell me were to do it?",INVOICES,get_invoice
BIML,"I want to obtain some bills, can you tell me how I can do it?",INVOICES,get_invoice
BIMLQD,can u ask an agent if I can see some bills?,INVOICES,get_invoice
BILQD,can u ask an agent how to obtain an invoice?,INVOICES,get_invoice
BIMSL,what can you tell me about downloading some invoices?,INVOICES,get_invoice
BI,can you get an invoice?,INVOICES,get_invoice
BMLZ,how to obtainsome bills,INVOICES,get_invoice
BL,I want to know how I can download a bill,INVOICES,get_invoice
BMLQ,tell me if I can obtain some bills,INVOICES,get_invoice
